-2.719312012042269244e-01,-2.247467655261542116e-02,2.719312012042269244e-01,2.247467655261542116e-02,-2.719312012042269244e-01,-2.247467655261542116e-02,2.719312012042269244e-01,2.247467655261542116e-02,2.719312012042269244e-01,2.247467655261542116e-02,-2.719312012042269244e-01,-2.247467655261542116e-02,2.719312012042269244e-01,2.247467655261542116e-02,-2.719312012042269244e-01,-2.247467655261542116e-02,-2.719312012042269244e-01,-2.247467655261542116e-02,2.719312012042269244e-01,2.247467655261542116e-02,-2.719312012042269244e-01,-2.247467655261542116e-02,2.719312012042269244e-01,2.247467655261542116e-02,2.719312012042269244e-01,2.247467655261542116e-02,-2.719312012042269244e-01,-2.247467655261542116e-02,2.719312012042269244e-01,2.247467655261542116e-02,-2.719312012042269244e-01,-2.247467655261542116e-02,-9.709810766767547063e-01,-6.507043249544736119e-03,9.709810766767547063e-01,6.507043249544736119e-03,-9.709810766767547063e-01,-6.507043249544736119e-03,9.709810766767547063e-01,6.507043249544736119e-03,9.709810766767547063e-01,6.507043249544736119e-03,-9.709810766767547063e-01,-6.507043249544736119e-03,9.709810766767547063e-01,6.507043249544736119e-03,-9.709810766767547063e-01,-6.507043249544736119e-03,-9.709810766767547063e-01,-6.507043249544736119e-03,9.709810766767547063e-01,6.507043249544736119e-03,-9.709810766767547063e-01,-6.507043249544736119e-03,9.709810766767547063e-01,6.507043249544736119e-03,9.709810766767547063e-01,6.507043249544736119e-03,-9.709810766767547063e-01,-6.507043249544736119e-03,9.709810766767547063e-01,6.507043249544736119e-03,-9.709810766767547063e-01,-6.507043249544736119e-03
2.307363555788861098e-01,5.993176528394120184e-02,-3.317612631075688712e-01,-5.309252344829694381e-02,9.524701261248402773e-02,4.559270111017663107e-02,5.777894916198726694e-03,-5.243194294582088910e-02,-2.514790653305884471e-01,2.239402407515068971e-02,3.525039728592712085e-01,-2.923326591079494774e-02,-1.159897223641863651e-01,3.673308824891526048e-02,1.496481483550359676e-02,-2.989384641327100245e-02,-9.524701261248402773e-02,-4.559270111017663107e-02,-5.777894916198726694e-03,5.243194294582088910e-02,-2.307363555788861098e-01,-5.993176528394120184e-02,3.317612631075688712e-01,5.309252344829694381e-02,1.159897223641863651e-01,-3.673308824891526048e-02,-1.496481483550359676e-02,2.989384641327100245e-02,2.514790653305884471e-01,-2.239402407515068971e-02,-3.525039728592712085e-01,2.923326591079494774e-02,-6.052420146537783319e-02,6.564831479284206212e-04,-3.666088491607855659e-01,-6.545683968639755268e-03,-1.019768298593480838e-01,-3.789718634345759160e-03,5.291098804855115523e-01,9.678919455057095542e-03,-1.921597317323572862e-01,-2.085864392642356596e-02,6.192927823585206992e-01,2.674784474713490234e-02,-1.507071033383870495e-01,-1.641244214414938618e-02,-2.764259472877764190e-01,1.052324132343805153e-02,1.019768298593480838e-01,3.789718634345759160e-03,-5.291098804855115523e-01,-9.678919455057095542e-03,6.052420146537783319e-02,-6.564831479284206212e-04,3.666088491607855659e-01,6.545683968639755268e-03,1.507071033383870495e-01,1.641244214414938618e-02,2.764259472877764190e-01,-1.052324132343805153e-02,1.921597317323572862e-01,2.085864392642356596e-02,-6.192927823585206992e-01,-2.674784474713490234e-02
1.088657914318330588e-02,2.493184475872230188e-01,-1.057824772558649262e-02,-3.404032441276082510e-01,-1.088657914318330588e-02,-2.493184475872230188e-01,1.057824772558649262e-02,3.404032441276082510e-01,-1.431280803045241468e-02,-1.005227155668603906e-01,-2.109498597731061798e-02,-5.317534609718860966e-02,1.431280803045241468e-02,1.005227155668603906e-01,2.109498597731061798e-02,5.317534609718860966e-02,-1.088657914318330588e-02,-2.493184475872230188e-01,1.057824772558649262e-02,3.404032441276082510e-01,1.088657914318330588e-02,2.493184475872230188e-01,-1.057824772558649262e-02,-3.404032441276082510e-01,1.431280803045241468e-02,1.005227155668603906e-01,2.109498597731061798e-02,5.317534609718860966e-02,-1.431280803045241468e-02,-1.005227155668603906e-01,-2.109498597731061798e-02,-5.317534609718860966e-02,-1.871180524603316964e-01,-2.560015286031930293e-01,1.837804485273483723e-01,1.189935187389403182e-01,1.871180524603316964e-01,2.560015286031930293e-01,-1.837804485273483723e-01,-1.189935187389403182e-01,1.691550315692672002e-01,9.685796898543103106e-02,1.034100010169698713e-01,2.665646748217832540e-01,-1.691550315692672002e-01,-9.685796898543103106e-02,-1.034100010169698713e-01,-2.665646748217832540e-01,1.871180524603316964e-01,2.560015286031930293e-01,-1.837804485273483723e-01,-1.189935187389403182e-01,-1.871180524603316964e-01,-2.560015286031930293e-01,1.837804485273483723e-01,1.189935187389403182e-01,-1.691550315692672002e-01,-9.685796898543103106e-02,-1.034100010169698713e-01,-2.665646748217832540e-01,1.691550315692672002e-01,9.685796898543103106e-02,1.034100010169698713e-01,2.665646748217832540e-01
1.411950325136926143e-01,1.270532355333450769e-01,-1.893534583555869510e-01,-1.707393410811643697e-01,5.460138035972970233e-02,-7.331867015233950458e-02,-6.442954517835363867e-03,1.170047757001587418e-01,-1.664495604610101431e-01,-3.088215099560449872e-02,2.007310511729493430e-01,-2.465336748882691886e-02,-7.076150427106638052e-02,4.875553664161830919e-02,3.648001355912727783e-02,6.779981842813110129e-03,-5.683441128224089867e-02,-1.185105506267164766e-01,8.537214772235414070e-03,1.702882318418898477e-01,-1.389620015911814110e-01,6.477598524571089034e-02,1.872591981011868800e-01,-1.165536664608841644e-01,8.208893922955849687e-02,2.233946608897592959e-02,-1.991480758959780772e-02,2.510447672810148245e-02,1.551221255025181101e-01,-4.021285173498973659e-02,-2.172962571424787714e-01,-7.231091082087666780e-03,-3.200754914351024161e-02,-5.504295199714985543e-02,-1.159891498170087382e-01,5.704257626144672300e-02,-6.690321066885183965e-02,5.503822071312983177e-02,2.148999096293707778e-01,-5.703784497742668547e-02,-1.158923885494935191e-01,1.702319521427980709e-02,3.471283026195968180e-01,1.357255049536048863e-01,-6.924043149108574657e-02,-2.068766308866781811e-02,-1.619954825790175801e-01,-1.320610370792168753e-01,1.445648108232861495e-01,7.927505958440798917e-02,-3.389538615575555247e-01,-5.874900457018819577e-02,-4.565405101092410989e-02,-7.927032830038796551e-02,2.400431017451935545e-01,5.874427328616815824e-02,3.335126869717600778e-03,-4.125530280153794083e-02,1.078147087549674310e-01,-1.340190766448633719e-01,1.817976931708616406e-01,4.491977067592593797e-02,-2.929475287955466967e-01,1.303546087704754164e-01
6.598349644069538555e-02,7.118516064439750490e-02,-1.115210789939054675e-01,-8.955081929389129003e-02,-9.715733611843467218e-03,-1.869130031179599971e-02,5.525331616505350235e-02,3.705695896128977790e-02,-7.517887854207953857e-02,-6.056470021067939490e-03,1.145689057169501091e-01,-2.467102341747014205e-02,3.249645722571605638e-04,2.342814667395012873e-02,-3.971499174712771890e-02,7.299346764587956275e-03,-1.225162741217152851e-01,-6.883169134249476906e-02,7.319697078734151152e-02,9.444693844979551445e-02,-1.966193167817411047e-01,2.108230613831439670e-02,2.459386201161149199e-01,-4.669755324561514903e-02,1.317116562230994103e-01,3.703000719165199309e-03,-7.624479751038611142e-02,1.977490426156591069e-02,2.060100858213274044e-01,-2.581915250046851878e-02,-2.614769445340407450e-01,2.341247519737420929e-03,-3.085386108961183926e-01,-1.294931345556053076e-02,1.573754751817531272e-01,5.483412295715826834e-03,-3.347522710022976522e-01,3.698017222396505349e-02,4.859154067166628344e-01,-2.951427106412035650e-02,2.562724953852455467e-01,2.844851082721159413e-02,-1.360809603088246611e-01,4.209103984273126174e-03,2.752557442180759151e-01,1.802081659312430861e-02,-3.954472792944967452e-01,-5.067843140460902979e-02,-2.561052988419000864e-01,2.439605571989939686e-02,1.402933902624672047e-01,2.213595293068519598e-03,-3.398381871425193435e-01,-5.656403839014142315e-02,4.556500957219521419e-01,2.995438737717350669e-02,3.083714143527729323e-01,-3.989525309155045329e-02,-1.615879051353957541e-01,-1.190611157305747694e-02,3.993347139267411361e-01,1.563049573052060180e-03,-5.461182231441181756e-01,5.023831509155587266e-02
7.980341201059020298e-03,2.448782241367834234e-01,-8.243113851532830189e-03,-3.369228723542320170e-01,-7.980341201059020298e-03,-2.448782241367834234e-01,8.243113851532830189e-03,3.369228723542320170e-01,-8.295748386257064885e-03,-8.942127542162142673e-02,-1.639089924099125170e-02,-2.649767425052484623e-02,8.295748386257064885e-03,8.942127542162142673e-02,1.639089924099125170e-02,2.649767425052484623e-02,-7.980341201059020298e-03,-2.448782241367834234e-01,8.243113851532830189e-03,3.369228723542320170e-01,7.980341201059020298e-03,2.448782241367834234e-01,-8.243113851532830189e-03,-3.369228723542320170e-01,8.295748386257064885e-03,8.942127542162142673e-02,1.639089924099125170e-02,2.649767425052484623e-02,-8.295748386257064885e-03,-8.942127542162142673e-02,-1.639089924099125170e-02,-2.649767425052484623e-02,-1.530237376312489073e-01,-2.756501661702608352e-01,1.280984135710805660e-01,1.261109249340544580e-01,1.530237376312489073e-01,2.756501661702608352e-01,-1.280984135710805660e-01,-1.261109249340544580e-01,1.035827513188911780e-01,1.014722014967843616e-01,7.062807957036709716e-02,2.950176917487153383e-01,-1.035827513188911780e-01,-1.014722014967843616e-01,-7.062807957036709716e-02,-2.950176917487153383e-01,1.530237376312489073e-01,2.756501661702608352e-01,-1.280984135710805660e-01,-1.261109249340544580e-01,-1.530237376312489073e-01,-2.756501661702608352e-01,1.280984135710805660e-01,1.261109249340544580e-01,-1.035827513188911780e-01,-1.014722014967843616e-01,-7.062807957036709716e-02,-2.950176917487153383e-01,1.035827513188911780e-01,1.014722014967843616e-01,7.062807957036709716e-02,2.950176917487153383e-01
8.962837350756783228e-02,9.650600436266075499e-02,-1.134540179101119761e-01,5.346255550558781655e-02,5.984288063862225338e-03,9.830779509789251691e-02,7.359426884488268206e-02,6.493631070429961571e-02,-8.906417060818647147e-02,-6.155029466321805531e-02,1.128898150107305598e-01,-8.841826520503055786e-02,-5.420085164480836770e-03,-6.335208539844981723e-02,-7.415847174426409838e-02,-9.989202040374234315e-02,-1.010444956422765217e-01,4.455980501137297989e-02,7.721885123973240561e-02,1.054087548568755778e-01,-1.846885810859821286e-01,4.636159574660474181e-02,2.642671379947270638e-01,1.168825100555873631e-01,1.173606465378796981e-01,-7.683490176148020934e-02,-9.353500213533558205e-02,-7.313365810676837608e-02,2.010047319815853051e-01,-7.863669249671197126e-02,-2.805832888903303513e-01,-8.460741330548016137e-02,-2.530445688036343510e-01,-7.104743599549829224e-03,2.201952531585806005e-01,5.178363065542154232e-03,-2.913634935808570581e-01,-2.268706773606124841e-02,5.745367785400523619e-01,-7.604650260138234863e-03,2.065836631278328284e-01,2.672062678215427617e-03,-1.737343474827790779e-01,-7.456821442077530594e-04,2.449025879050555354e-01,1.825438681472685634e-02,-5.280758728642509503e-01,1.203733118147263387e-02,-2.170046542650617971e-01,-6.831184513261603919e-03,1.841553386200081022e-01,4.904803979253929795e-03,-2.553235790422845319e-01,-2.241350864977302917e-02,5.384968640014798913e-01,-7.878209346426461035e-03,2.829571062349164334e-01,3.088840519134623992e-03,-2.501077905898626552e-01,-1.162459985126948567e-03,3.212760310121390850e-01,1.867116465564604144e-02,-6.044493159713344443e-01,1.162055334055344183e-02
-4.710703021855797146e-02,2.111741161687654411e-01,8.776302092810654709e-02,-7.867852895194012153e-02,-7.336935513570902456e-02,-2.695506370674490351e-02,8.487098114142220540e-02,2.610370876016457897e-01,6.618229846122238025e-02,-1.279217333738141005e-01,-1.084139176528215731e-01,-1.172296049560000997e-01,8.284578182045966577e-02,-4.275743286202939725e-02,-9.277177934412221549e-02,-7.866883991988270208e-02,-7.336935513570902456e-02,-2.695506370674490351e-02,8.487098114142220540e-02,2.610370876016457897e-01,-4.710703021855797146e-02,2.111741161687654411e-01,8.776302092810654709e-02,-7.867852895194012153e-02,8.284578182045966577e-02,-4.275743286202939725e-02,-9.277177934412221549e-02,-7.866883991988270208e-02,6.618229846122238025e-02,-1.279217333738141005e-01,-1.084139176528215731e-01,-1.172296049560000997e-01,-4.200217159299948766e-01,-6.691018076513245705e-02,4.272631827476956468e-01,1.298947954840091838e-02,-3.802150444812225638e-01,3.415499702748203692e-02,3.774848093357504597e-01,-2.909986753054731937e-02,4.191175165689486892e-01,2.746362427520731772e-02,-3.853546780070251088e-01,6.822748287895900876e-02,3.820877129034482289e-01,-1.266950504332240053e-02,-4.203617831376004754e-01,-3.415603039104710831e-02,-3.802150444812225638e-01,3.415499702748203692e-02,3.774848093357504597e-01,-2.909986753054731937e-02,-4.200217159299948766e-01,-6.691018076513245705e-02,4.272631827476956468e-01,1.298947954840091838e-02,3.820877129034482289e-01,-1.266950504332240053e-02,-4.203617831376004754e-01,-3.415603039104710831e-02,4.191175165689486892e-01,2.746362427520731772e-02,-3.853546780070251088e-01,6.822748287895900876e-02
-1.124852559440919636e-01,6.410982965364694919e-02,1.069670453927541592e-01,1.419977390780404955e-02,-1.490073774106479565e-01,-4.724366438056808171e-02,1.636934386904835004e-01,-9.969288228259213375e-03,1.095380024689004556e-01,1.403022205206192613e-03,-1.005997685116435392e-01,-1.303193162856811430e-02,1.414167287257198369e-01,-4.784980948032310777e-02,-1.657071112644348254e-01,-9.809779249421969605e-02,-1.990174546933708433e-01,3.053932824944796676e-02,1.728814006753604804e-01,1.561340577927466944e-01,-2.205184638386032403e-01,-3.064323541417276336e-03,2.557564147733508153e-01,-4.370435350326679069e-02,2.113874701343505524e-01,5.746418493017917128e-02,-1.842319844954400654e-01,5.988778299594774146e-02,2.336448875565690919e-01,-5.068737090207793561e-02,-2.637179722592564723e-01,-7.008944557627863614e-02,-6.778516198408452986e-01,-5.379969067659595011e-03,6.665736830089904474e-01,1.576481541531873920e-02,-6.790829780767626556e-01,-8.186079892709252626e-03,7.053824906954861973e-01,-3.275861824129252826e-03,6.695336556279379847e-01,1.433059876831590737e-02,-6.610404095710109562e-01,-1.097106914047061080e-02,6.713683061658002327e-01,6.477100107649571073e-03,-6.995901436608704671e-01,-4.204058374187686492e-02,-6.682686321798233520e-01,-5.176188493923220002e-03,6.615943859797774884e-01,1.282433281287290866e-02,-6.779162663882311035e-01,-2.544998929076645877e-02,7.028113607033255050e-01,-4.373386278247310549e-03,6.798267853521539061e-01,2.091449060397144316e-02,-6.667517425570342882e-01,-8.460593839100876215e-03,6.883225124868529443e-01,1.800882028593698073e-02,-7.149113877457463628e-01,2.499356357481789803e-02
-3.152760231944149449e-01,1.737390652018798165e-01,3.258847192248501834e-01,3.873568041824002051e-02,-2.931789008390570661e-01,-1.318659756962685670e-01,3.447041344289224485e-01,-2.065416838973855307e-01,3.372083205727153254e-01,-3.827992641452921535e-02,-3.475268464768166421e-01,1.133393155607715641e-01,2.902303923848374989e-01,-2.427655986131297683e-01,-1.321792114234926208e-01,-2.936483554733030354e-01,-3.558951963747988279e-01,2.057897182491685850e-01,1.262419694703411088e-01,3.697900712423399239e-01,-3.801501933682809309e-01,3.272060590340709202e-02,3.889358254350379074e-01,-2.043570959007887655e-01,3.503044075259948986e-01,1.446363198214776769e-01,-3.204543692082020279e-01,2.929504941033954646e-01,3.857907297656987256e-01,-1.298754759601447595e-01,-4.046397579233347308e-01,-1.243671585451303074e-01,-7.248411436970331190e-01,5.655186224588242515e-03,7.161273965012078246e-01,2.298579991091015406e-02,-7.278315137933003554e-01,-6.888709580875922688e-03,7.287333552116300739e-01,3.791090743548700473e-03,7.252521803744014228e-01,5.143157068510151309e-03,-7.196336271767718173e-01,-7.472867068074810770e-03,7.053530166178482164e-01,-8.687644932061434552e-03,-7.044468015776997882e-01,-4.478103468625697220e-02,-7.216070228964129862e-01,-3.976735719538127337e-03,7.185688452566314499e-01,1.108272052391320005e-02,-7.203965884526021268e-01,-3.064148229341784324e-02,7.257511643312003491e-01,-1.712371003892176891e-02,7.073726244845054412e-01,3.165650956508154340e-02,-7.088903585093615511e-01,6.013476607206721773e-03,7.267663792365310904e-01,2.605599524897533881e-02,-7.262779059107744573e-01,7.188248426412807354e-03
